,Agent Name,Agent Address,Agent City,FY 21  Net Sales,FY 20 Net Sales,FY 19 Net Sales,FY 18 Net Sales,FY 17 Net Sales
182,CHE'S LIQUORS,300 ELIOT ST,ASHLAND,"$390,175.75","$476,785.25","$390,175.75","$399,415.50","$348,465.00"
183,EXXCEL OIL,119 POND ST,ASHLAND,"$593,074.25","$1,139,452.00","$593,074.25","$417,096.50","$347,979.50"
184,E-Z CONVENIENT FOOD,69 POND ST,ASHLAND,"$566,502.25","$1,941,922.00","$566,502.25","$2,431,248.75","$2,235,715.25"
185,E-Z CONVENIENT FOOD,69 POND ST,ASHLAND,"$566,502.25","$1,941,922.00","$1,624,769.25","$2,431,248.75","$2,235,715.25"
186,E-Z CONVENIENT FOOD,69 POND ST,ASHLAND,"$1,624,769.25","$1,941,922.00","$566,502.25","$2,431,248.75","$2,235,715.25"
187,E-Z CONVENIENT FOOD,69 POND ST,ASHLAND,"$1,624,769.25","$1,941,922.00","$1,624,769.25","$2,431,248.75","$2,235,715.25"
188,HANTO,380 UNION ST,ASHLAND,"$318,111.50","$195,173.50","$318,111.50","$320,767.50","$457,317.25"
189,LUCKY FARMS,1 WEST UNION ST,ASHLAND,"$1,954,151.75","$2,285,995.25","$1,954,151.75","$2,042,053.50","$1,718,894.00"
190,MARKET BASKET #46,49 POND ST,ASHLAND,"$324,358.50","$269,376.50","$324,358.50","$340,496.50","$327,966.50"
191,SHAWS 1419,301 POND ST,ASHLAND,"$836,844.50","$530,247.50","$836,844.50","$614,802.25","$610,022.50"
192,SPEEDWAY #2449,196 POND ST,ASHLAND,"$405,526.75","$384,056.50","$405,526.75","$404,914.25","$311,675.00"
193,TJS FOOD/SPIRITS,355 W UNION ST. RT-135,ASHLAND,"$1,432,371.50","$891,999.00","$1,432,371.50","$1,486,436.00","$1,483,174.75"
194,CIRCLE K #7516,68 S MAIN ST,ASSONET,"$2,301,258.75","$3,101,587.50","$2,301,258.75","$2,352,513.50","$2,033,379.25"
195,JUNIOR'S CONVIENCE STORE,58 S MAIN ST,ASSONET,"$1,061,737.50","$1,189,141.00","$1,061,737.50","$1,033,767.75","$1,090,584.75"
196,ATHOL SPIRITS,11 TUNNEL ST,ATHOL,"$847,076.00","$690,785.75","$847,076.00","$821,958.00","$729,661.75"
197,CONWAY PETRO,1590 MAIN STREET,ATHOL,"$556,129.50","$865,056.25","$556,129.50","$619,408.00","$575,487.75"
198,CORNER STORE,229 PINEDALE AVE,ATHOL,"$850,099.00","$1,198,223.25","$850,099.00","$885,403.75","$721,137.25"
199,COUNTRY CONVENIENCE,49 S MAIN ST,ATHOL,"$2,183,378.25","$2,772,998.75","$2,183,378.25","$2,322,526.00","$2,060,883.25"
200,CUMBERLAND #6688,297 MAIN ST,ATHOL,"$1,347,708.50","$1,415,980.75","$1,347,708.50","$1,294,167.25","$1,230,546.25"
201,CUMBERLAND #6706,1304 SO MAIN STREET,ATHOL,"$1,625,966.25","$1,782,831.50","$1,625,966.25","$1,513,497.50","$1,525,209.00"
202,HANNAFORD #8385,150 NEW ATHOL RD,ATHOL,"$374,693.25","$145,326.50","$374,693.25","$429,445.25","$452,753.25"
203,LARRY'S VARIETY,1503 MAIN ST,ATHOL,"$2,183,220.25","$2,185,518.50","$2,183,220.25","$2,217,206.25","$1,560,279.50"
204,MARKET BASKET #78,1125 TEMPLETON RD,ATHOL,"$414,000.00","$421,562.25","$414,000.00","$367,943.50","$310,157.25"
205,MR MIKE'S #310,2143 MAIN ST,ATHOL,"$795,241.00","$1,120,312.00","$795,241.00","$732,706.25","$741,275.25"
206,STAN'S LIQUOR MART,1586 SOUTH MAIN ST RT2A,ATHOL,"$287,932.25","$302,424.50","$287,932.25","$296,011.50","$324,290.50"
207,THE STEEL PUB,11 EXCHANGE STREET,ATHOL,"$673,756.00","$66,457.25","$673,756.00","$621,709.50","$630,909.25"
208,ATTLEBORO CONVENIENCE,850 WASHINGTON STREET,ATTLEBORO,"$1,858,991.75","$464,457.75","$1,858,991.75","$2,150,192.25","$1,729,233.00"
209,ATTLEBORO MOOSE LODG,241 THACHER ST,ATTLEBORO,"$163,146.00","$117,168.50","$163,146.00","$181,242.50","$177,781.75"
210,ATTLEBORO SHELL,182 PLEASANT ST,ATTLEBORO,"$141,444.50","$104,228.25","$141,444.50","$151,667.25","$136,516.25"
211,BAY STATE CHECK EXPRESS,1037 WASHINGTON ST,ATTLEBORO,"$86,921.75","$116,102.00","$86,921.75","$90,758.25","$69,687.00"
212,BORDER BETS & BUTTS,661 WASHINGTON ST,ATTLEBORO,"$3,047,003.75","$4,100,176.75","$3,047,003.75","$3,105,790.25","$2,362,427.25"
213,BPO ELKS #1014,887 SO MAIN ST,ATTLEBORO,"$118,251.00","$122,224.50","$118,251.00","$72,103.00","$76,629.50"
214,BRIGGS CORNER STORE,1503 PARK ST,ATTLEBORO,"$1,207,515.50","$1,634,213.00","$1,207,515.50","$1,195,199.25","$1,114,151.75"
215,CITY SPIRITS II,524 PLEASANT STREET,ATTLEBORO,"$187,754.00","$212,308.50","$187,754.00","$164,751.75","$148,127.50"
216,COZY MINI MART,1 NORTH AVE,ATTLEBORO,"$906,999.50","$170,956.00","$906,999.50","$914,785.00","$240,288.00"
217,COZY MINI MART,1 NORTH AVE,ATTLEBORO,"$906,999.50","$170,956.00","$906,999.50","$914,785.00","$725,339.25"
218,COZY MINI MART,1 NORTH AVE,ATTLEBORO,"$906,999.50","$797,920.50","$906,999.50","$914,785.00","$240,288.00"
219,COZY MINI MART,1 NORTH AVE,ATTLEBORO,"$906,999.50","$797,920.50","$906,999.50","$914,785.00","$725,339.25"
220,CUMBERLAND #0049,290 COUNTY ST,ATTLEBORO,"$910,414.75","$1,024,469.50","$910,414.75","$1,013,003.50","$1,067,408.50"
221,CUMBERLAND #0135,1128 OAKHILL AVE,ATTLEBORO,"$858,821.50","$754,909.00","$858,821.50","$862,856.00","$885,851.25"
222,CUMBERLAND #0144,80 COUNTY & WALL ST,ATTLEBORO,"$1,067,195.00","$1,073,460.00","$1,067,195.00","$1,034,205.25","$1,025,961.25"
223,CUMBERLAND #0223,220 PLEASANT STREET,ATTLEBORO,"$304,044.50","$384,978.50","$304,044.50","$210,569.25","$752,514.75"
224,DAIRY CAROUSEL,220 S MAIN ST,ATTLEBORO,"$3,223,981.00","$4,437,737.25","$3,223,981.00","$2,812,325.50","$2,984,834.50"
225,DODGEVILLE COUNTRY STORE,408 S MAIN ST,ATTLEBORO,"$845,112.00","$978,554.75","$845,112.00","$762,007.50","$628,728.50"
226,ETC LOUNGE,173 WESTMINSTER ST,ATTLEBORO,"$256,297.50","$256,828.50","$256,297.50","$261,030.50","$239,969.00"
227,JR'S BAR & GRILL,147 PINE ST,ATTLEBORO,"$223,506.00","$104,202.00","$223,506.00","$185,122.00","$156,222.75"
228,LIQUOR MART,15 HIGHLAND AVE,ATTLEBORO,"$375,825.75","$234,607.50","$375,825.75","$199,615.00","$45,039.50"
229,LIQUOR MART,15 HIGHLAND AVE,ATTLEBORO,"$375,825.75","$319,811.75","$375,825.75","$199,615.00","$45,039.50"
230,MARKET BASKET #76,1200 NEWPORT AVE,ATTLEBORO,"$442,124.25","$442,937.50","$442,124.25","$421,961.00","$359,999.75"
231,MUTUAL MART,19 PLEASANT STREET,ATTLEBORO,"$733,088.00","$762,723.50","$733,088.00","$462,144.25","$1,667.75"
232,NAP'S PACKAGE STORE,267 PARK ST,ATTLEBORO,"$127,627.00","$5,325.00","$127,627.00","$152,199.00","$205,522.00"
233,PLEASANT AUTO CENTER,676 PLEASANT ST,ATTLEBORO,"$56,672.50","$10,982.50","$56,672.50","$65,001.25","$77,655.00"
234,PLEASANT ST BAR & GRILL,50 PLEASANT ST,ATTLEBORO,"$444,555.50","$457,341.00","$444,555.50","$562,301.50","$615,367.00"
235,ROUTE 1 GAS,765 WASHINGTON ST,ATTLEBORO,"$890,494.00","$645,445.25","$890,494.00","$828,406.50","$590,634.00"
236,SAKURA,809 WASHINGTON STREET,ATTLEBORO,"$66,759.00","$26,304.00","$66,759.00","$70,828.00","$51,827.00"
237,SEABRA FOODS,217 SOUTH MAIN ST,ATTLEBORO,"$393,329.75","$341,025.00","$393,329.75","$367,667.75","$380,347.75"
238,SINGAPORE CHINESE RESTAURANT,111 PLEASANT STREET,ATTLEBORO,"$644,257.00","$194,923.50","$644,257.00","$740,204.00","$425,621.25"
239,SOUTH SIDE VARIETY,173B WESTMINSTER ST,ATTLEBORO,"$6,163,243.25","$8,118,053.50","$6,163,243.25","$6,684,926.75","$3,814,274.25"
240,SPEEDWAY #2433,946 WASHINGTON ST,ATTLEBORO,"$333,345.75","$312,842.75","$333,345.75","$432,624.50","$392,019.75"
241,STOP & SHOP #432,467 PLEASANT ST,ATTLEBORO,"$672,357.75","$628,794.00","$672,357.75","$651,865.50","$646,151.00"
242,SUN MARKET,9 UNION ST,ATTLEBORO,"$808,825.00","$1,023,071.50","$808,825.00","$852,748.00","$915,373.50"
243,TRIPLE PLAY MOBIL,106 WASHINGTON ST,ATTLEBORO,"$894,312.00","$938,533.25","$894,312.00","$843,353.50","$703,631.25"
244,AUBURN ELKS,754 SOUTHBRIDGE ST,AUBURN,"$234,601.50","$127,606.00","$234,601.50","$197,300.00","$201,857.00"
245,AUBURN PACKAGE STORE,196 AUBURN ST,AUBURN,"$927,732.25","$1,070,095.75","$927,732.25","$838,040.75","$805,949.50"
246,AUBURN PARK N SHOP,711 SOUTHBRIDGE,AUBURN,"$869,884.50","$315,306.25","$869,884.50","$945,893.00","$906,871.25"
247,AUBURN SHELL,712 SOUTHBRIDGE ST,AUBURN,"$287,028.75","$665,083.75","$287,028.75","$400,982.25","$331,522.00"
248,BENTLEY PUB,602 SOUTHBRIDGE ST,AUBURN,"$620,441.50","$495,060.75","$620,441.50","$599,925.00","$527,386.00"
249,BJ'S WHOLESALE #38,777 WASHINGTON ST,AUBURN,"$201,403.50","$216,706.75","$201,403.50","$163,248.75","$159,347.75"
250,BP GAS,481 WASHINGTON ST,AUBURN,"$941,772.50","$1,146,310.25","$941,772.50","$888,392.75","$882,915.00"
251,CHUCK'S STEAK HOUSE,10 PROSPECT ST,AUBURN,"$184,335.00","$159,921.00","$184,335.00","$167,623.00","$140,178.00"
252,COLONY FARMS,710 SOUTHBRIDGE ST,AUBURN,"$128,418.25","$141,813.50","$128,418.25","$164,477.00","$141,926.50"
253,COLONY LIQUORS & WINE,683 SOUTHBRIDGE ST,AUBURN,"$315,539.25","$330,276.00","$315,539.25","$300,217.00","$295,804.25"
254,CUMBERLAND #0166,502 WASHINGTON ST,AUBURN,"$1,660,472.00","$1,396,534.00","$1,660,472.00","$1,657,914.75","$1,542,578.75"
255,G & J LIQUORS,87 SOUTHBRIDGE STREET,AUBURN,"$563,702.75","$650,471.25","$563,702.75","$528,567.75","$512,561.75"
256,GALAXY NEWSTAND,385 SOUTHBRIDGE ST,AUBURN,"$635,940.75","$525,153.00","$635,940.75","$601,110.75","$564,488.75"
257,GREIGE SUMMIT,321 SOUTHBRIDGE STREET,AUBURN,"$1,323,783.00","$3,059,853.75","$1,323,783.00","$924,489.00","$454,189.00"
258,HALLIGAN'S ROYAL LOUNGE,889 SOUTHBRIDGE ST,AUBURN,"$176,072.75","$197,812.50","$176,072.75","$151,836.25","$145,179.75"
259,KANE SHELL FOODMART,380 SOUTHBRIDGE ST,AUBURN,"$2,853,099.00","$3,615,330.25","$2,853,099.00","$2,786,181.00","$2,765,572.50"
260,MASS DISCOUNT LIQUORS,844 SOUTHBRIDGE ST,AUBURN,"$284,659.25","$254,956.25","$284,659.25","$203,136.50","$238,812.25"
261,ONE STOP,151 AUBURN ST,AUBURN,"$425,184.75","$32,446.50","$425,184.75","$1,450,783.50","$1,608,331.50"
262,ROUTE 20 SHELL,310 WASHINGTON STREET,AUBURN,"$1,072,748.50","$1,250,748.25","$1,072,748.50","$1,031,070.00","$1,031,490.75"
263,SHAWS 4471,368 SOUTHBRIDGE ST,AUBURN,"$509,415.50","$564,320.00","$509,415.50","$505,129.75","$509,620.50"
264,TROY'S SPORT BAR,125 OXFORD STREET N,AUBURN,"$826,488.75","$1,149,010.75","$826,488.75","$890,307.50","$848,345.50"
265,V & D VARIETY,143 N OXFORD ST,AUBURN,"$748,480.25","$1,485,764.00","$748,480.25","$493,452.75","$352,633.75"
266,AUBURNDALE MARKET,345 AUBURN STREET,AUBURNDALE,"$1,335,180.25","$1,261,279.75","$1,335,180.25","$1,246,130.75","$1,193,535.75"
267,AUBURNDALE SPIRITS,2102 COMMONWEALTH AV,AUBURNDALE,"$165,814.00","$134,618.25","$165,814.00","$182,708.00","$171,613.50"
268,SPEEDWAY #2426,2370 COMM AVE,AUBURNDALE,"$699,015.00","$584,211.50","$699,015.00","$685,551.75","$526,589.00"
269,STAR MKT 4568,2040 COMM  AVE,AUBURNDALE,"$396,692.00","$333,460.75","$396,692.00","$423,980.75","$454,579.00"
270,A-1 MARKET,85 E MAIN ST,AVON,"$2,451,973.25","$2,946,780.00","$2,451,973.25","$2,567,729.75","$2,617,629.25"
271,AVON GAS AND SERVICE,284 E MAIN ST,AVON,"$84,974.25","$125,255.25","$84,974.25","$64,305.00","$77,593.00"
272,BEN'S POUR HOUSE,39 EAST MAIN STREET,AVON,"$224,740.00","$19,159.00","$224,740.00","$267,201.75","$31,138.00"
273,BIG JIMS LIQUORS,155 EAST MAIN ST,AVON,"$282,738.75","$354,809.00","$282,738.75","$255,321.50","$309,869.50"
274,TOWN FOOD MART,17 NORTH MAIN ST,AVON,"$2,796,287.00","$3,118,171.75","$2,796,287.00","$2,577,259.75","$2,732,608.00"
275,VFW POST 8892,263 E MAIN ST,AVON,"$135,216.75","$58,217.25","$135,216.75","$142,462.75","$971,874.25"
276,AYER CONVENIENCE,60 PARK STREET,AYER,"$1,262,145.50","$565,419.50","$1,262,145.50","$1,200,701.25","$1,007,947.00"
277,AYER GULF,20-30 PARK ST,AYER,"$681,782.00","$104,528.00","$681,782.00","$696,707.00","$862,179.00"
278,AYER GULF,20-30 PARK ST,AYER,"$681,782.00","$507,562.75","$681,782.00","$696,707.00","$862,179.00"
279,AYER PACKAGE STORE,48 MAIN ST,AYER,"$50,921.00","$34,489.75","$50,921.00","$46,086.50","$53,390.00"
280,AYER SHOP AND SAVE,22 FITCHBURG RD,AYER,"$410,628.25","$517,456.00","$410,628.25","$321,156.50","$201,593.25"
281,BARNUM  ROAD LIQUORS,1 BARNUM RD,AYER,"$170,542.25","$163,272.50","$170,542.25","$132,692.00","$114,743.75"
282,G W  ARCHER,70 MAIN ST,AYER,"$742,654.00","$860,566.50","$742,654.00","$752,947.25","$705,691.50"
283,JACK O'LANTERN,2 LITTLETON RD,AYER,"$518,626.25","$561,244.50","$518,626.25","$518,019.00","$486,354.25"
284,NASHOBA RESTAURANT,14 CENTRAL AVE,AYER,"$496,106.75","$8,589.00","$496,106.75","$502,099.50","$473,786.00"
285,NASHOBA RESTAURANT,14 CENTRAL AVE,AYER,"$496,106.75","$165,339.00","$496,106.75","$502,099.50","$473,786.00"
286,PAULINES VARIETY,67 E MAIN ST,AYER,"$1,769,528.50","$1,871,010.50","$1,769,528.50","$2,028,325.75","$1,919,975.50"
287,THE VINEYARD,63 PARK ST,AYER,"$92,997.00","$131,156.00","$92,997.00","$92,759.75","$89,731.75"
288,TINY'S RESTAURANT,2 GROTON-SCHOOL RD,AYER,"$445,602.25","$385,867.75","$445,602.25","$410,310.00","$420,527.00"
289,CUMBERLAND #6687,35 ELM ST,BALDWINVILLE,"$1,775,912.75","$1,889,880.75","$1,775,912.75","$1,750,552.00","$1,672,912.25"
290,VILLAGE LIQUOR & MINI MART,7 ELM ST,BALDWINVILLE,"$359,717.75","$470,929.25","$359,717.75","$329,348.50","$334,338.75"
291,BARNSTABLE MARKET,3220 MAIN STREET,BARNSTABLE,"$172,431.50","$132,638.25","$172,431.50","$125,342.75","$49,755.75"
292,MID CAPE SERVICE CENTER,2145 IYANNOUGH RD,BARNSTABLE,"$1,711,404.75","$1,725,795.75","$1,711,404.75","$1,774,330.00","$1,598,597.00"
293,SEVEN G LIQUOR SHOP,990 RT 6A,BARNSTABLE,"$761,196.50","$667,591.00","$761,196.50","$711,387.75","$630,677.75"
294,BARRE FAMILY PHARMACY,547 SUMMER ST,BARRE,"$46,848.25","$41,809.00","$46,848.25","$40,684.50","$49,580.75"
295,BARRE GENERAL STORE,540 VERNON AVENUE,BARRE,"$391,547.25","$660,673.25","$391,547.25","$332,280.25","$394,209.75"
296,BRUSO LIQUOR MART,15 EXCHANGE ST,BARRE,"$378,589.25","$526,873.25","$378,589.25","$306,525.75","$349,367.50"
297,HIGH TIDES SEAFOOD REST,2291 WEST STREET,BARRE,"$43,810.50","$32,541.00","$43,810.50","$32,210.00","$11,293.50"
298,MARKET PLACE ON THE COMMON,6 MOULTON ST,BARRE,"$1,328,470.00","$2,054,097.50","$1,328,470.00","$1,124,418.00","$997,922.00"
299,THE UPPER DECK SPORTS BAR,377 STETSON RD,BARRE,"$190,055.50","$92,593.50","$190,055.50","$126,994.00","$106,329.75"
300,VILLAGE MARKET,387 MAIN ST,BARRE,"$625,730.00","$994,787.50","$625,730.00","$552,144.25","$514,619.75"
301,BECKET GENERAL STORE,3235 MAIN STREET,BECKET,"$70,089.00","$5,350.00","$70,089.00","$61,813.00","$8,595.00"
302,AMERICAN LEGION  #221,357 GREAT ROAD,BEDFORD,"$113,600.00","$26,715.50","$113,600.00","$74,797.00","$72,253.00"
303,GREAT ROAD GULF,349 GREAT RD,BEDFORD,"$2,453,390.00","$2,450,835.50","$2,453,390.00","$2,407,521.75","$2,018,916.00"
304,NORTHSIDE CONVENIENCE,44 NORTH RD,BEDFORD,"$1,243,445.50","$1,505,371.75","$1,243,445.50","$1,254,504.25","$1,063,968.75"
305,OLDE BEDFORD PACKAGE,297 GREAT RD,BEDFORD,"$307,780.00","$360,604.00","$307,780.00","$278,577.00","$241,246.50"
306,STOP & SHOP #088,337 GREAT ROAD,BEDFORD,"$670,908.25","$376,297.75","$670,908.25","$671,681.25","$733,427.25"
307,SUNOCO GAS,180 GREAT RD,BEDFORD,"$69,121.00","$55,169.50","$69,121.00","$79,773.00","$87,923.00"
308,BELCHERTOWN VFW POST 8428,41 OLD PELHAM RD,BELCHERTOWN,"$211,743.50","$115,872.00","$211,743.50","$202,450.00","$195,309.00"
309,CHECKER'S GENERAL STORE,2 STADLER STREET,BELCHERTOWN,"$803,718.50","$966,848.25","$803,718.50","$840,706.50","$776,436.25"
310,COLD SPRING DISC LIQUOR,8 PARK ST,BELCHERTOWN,"$145,814.00","$195,815.25","$145,814.00","$139,332.75","$171,928.50"
311,COUNTRY CROSSROADS,43 FEDERAL ST,BELCHERTOWN,"$127,543.00","$54,624.00","$127,543.00","$161,568.25","$173,825.50"
312,DIAMOND FOOD MART,1066 FEDERAL ST,BELCHERTOWN,"$672,538.00","$882,327.25","$672,538.00","$544,997.75","$97,510.50"
313,MCCARTHY'S PUB,5 EAST WALNUT ST,BELCHERTOWN,"$335,234.00","$352,737.00","$335,234.00","$331,614.50","$278,381.00"
314,MILL VALLEY GOLF LINKS,380 MILL VALLEY RD,BELCHERTOWN,"$49,435.50","$39,210.50","$49,435.50","$48,975.00","$48,101.75"
315,STOP & SHOP #435,40 GEORGE HANNUM STREET,BELCHERTOWN,"$700,039.25","$662,066.50","$700,039.25","$693,759.25","$611,418.50"
316,THE GRAPEVINE GRILLE,62 TURKEY HILL RD,BELCHERTOWN,"$317,900.00","$299,041.00","$317,900.00","$331,576.50","$329,705.50"
317,TOWN MART,10 FEDERAL ST,BELCHERTOWN,"$2,404,483.25","$2,704,622.50","$2,404,483.25","$2,274,498.75","$2,143,683.25"
318,YE OLDE GROG SHOPPE,32 DEPOT ST,BELCHERTOWN,"$304,940.50","$386,081.25","$304,940.50","$332,333.25","$256,098.75"
319,AJ'S MINI MART,137 PULASKI BLVD,BELLINGHAM,"$823,630.50","$1,043,090.75","$823,630.50","$838,726.50","$972,262.75"
320,B P SHOP,1052 S MAIN ST,BELLINGHAM,"$1,393,800.75","$1,821,645.75","$1,393,800.75","$1,326,098.50","$1,281,393.75"
321,BAMBOO EXPRESS,15 N MAIN ST,BELLINGHAM,"$23,443.50","$3,290.00","$23,443.50","$21,893.50","$22,192.25"
322,BELLINGHAM MOBIL INC,270 N MAIN ST,BELLINGHAM,"$1,015,650.00","$1,089,940.50","$1,015,650.00","$1,043,187.25","$1,013,561.75"
323,BELLINGHAM VFW-7272,940 S MAIN ST,BELLINGHAM,"$213,356.50","$48,472.00","$213,356.50","$281,591.50","$372,140.50"
324,BOB'S BEER & WINE,220 PULASKI BLVD,BELLINGHAM,"$3,356,916.25","$4,373,620.50","$3,356,916.25","$3,256,701.75","$2,979,929.50"
325,CUMBERLAND #0110,459 HARTFORD AVE,BELLINGHAM,"$834,597.25","$828,404.75","$834,597.25","$755,470.25","$815,840.25"
326,CUMBERLAND #6755,297 PULASKI BLVD,BELLINGHAM,"$926,094.00","$801,356.25","$926,094.00","$939,862.50","$844,717.25"
327,FIELD'S WINE & SPIRITS,116 MECHANIC ST,BELLINGHAM,"$76,096.00","$90,495.00","$76,096.00","$67,157.25","$75,678.25"
328,GRUMPY'S,190 PULASKI BLVD,BELLINGHAM,"$474,919.00","$445,807.75","$474,919.00","$420,174.00","$438,996.00"
329,HILLTOP FARMS,201 PULASKI BLVD,BELLINGHAM,"$6,451,140.25","$9,054,070.75","$6,451,140.25","$6,384,902.25","$5,974,368.00"
330,LARRY'S PACKAGE STORE,264 N MAIN ST,BELLINGHAM,"$728,101.25","$940,643.00","$728,101.25","$780,903.25","$680,640.00"
331,LIL GENERAL 20,61 SOUTH MAIN ST,BELLINGHAM,"$887,955.00","$383,811.00","$887,955.00","$894,780.00","$778,879.75"
332,MARKET BASKET #54,274 HARTFORD AVE,BELLINGHAM,"$656,543.50","$379,487.25","$656,543.50","$457,907.50","$432,056.25"
333,MPG RAPID REFILL 123,205 MECHANIC ST,BELLINGHAM,"$1,138,029.25","$1,175,173.50","$1,138,029.25","$1,170,559.50","$1,172,878.25"
334,PENGUIN CONVENIENCE,829 S MAIN ST,BELLINGHAM,"$678,136.50","$1,317,864.50","$678,136.50","$591,265.50","$540,632.25"
335,PETE'S BLUEBIRD,93 MENDON ST,BELLINGHAM,"$172,338.50","$8,467.00","$172,338.50","$118,547.00","$123,619.00"
336,PJ'S BAR & GRILL,191 MECHANIC STREET,BELLINGHAM,"$313,052.00","$368,593.00","$313,052.00","$296,392.00","$289,355.50"
337,ROCK N COAL PIZZA,799 SOUTH MAIN STREET,BELLINGHAM,"$308,745.50","$238,787.00","$308,745.50","$256,921.50","$204,950.00"
338,SAV MORE CASH,220 SOUTH MAIN STREET,BELLINGHAM,"$293,098.25","$386,412.00","$293,098.25","$310,347.50","$222,072.25"
339,SPEEDWAY #2475,199 HARTFORD AVE,BELLINGHAM,"$449,178.25","$800,161.75","$449,178.25","$407,347.25","$314,683.50"
340,STOP & SHOP #430,70 PULASKI BLVD,BELLINGHAM,"$669,016.00","$672,943.00","$669,016.00","$644,531.50","$624,906.25"
341,VERC ENTERPRISES,300 HARTFORD AVE,BELLINGHAM,"$813,310.50","$834,069.25","$813,310.50","$737,598.75","$85,602.00"
342,VET'S PACKAGE STORE,240 S MAIN ST,BELLINGHAM,"$394,664.75","$524,207.50","$394,664.75","$396,143.75","$370,761.75"
343,A & R MARKET,360 TRAPELO RD,BELMONT,"$1,434,832.75","$1,928,113.75","$1,434,832.75","$983,166.00","$971,383.25"
344,BELMONT VARIETY,133 BELMONT ST,BELMONT,"$1,571,896.50","$501,859.50","$1,571,896.50","$1,221,671.50","$1,224,981.00"
345,BELMONT VARIETY,133 BELMONT ST,BELMONT,"$1,571,896.50","$1,234,435.00","$1,571,896.50","$1,221,671.50","$1,224,981.00"
346,HANDY SPA,243 BELMONT STREET,BELMONT,"$2,602,949.25","$2,245,226.25","$2,602,949.25","$2,226,235.50","$2,039,869.50"
347,L C'S MARKET,326 TRAPELO ROAD,BELMONT,"$3,022,619.00","$2,947,236.00","$3,022,619.00","$3,057,165.00","$2,902,458.00"
348,NINETY THREE FOOD MART,1 CUSHING AVE,BELMONT,"$495,377.00","$658,343.00","$495,377.00","$625,771.50","$648,994.25"
349,PLEASANT ST STAR K,368 PLEASANT ST,BELMONT,"$118,222.25","$64,077.75","$118,222.25","$134,968.50","$126,859.75"
350,WAVERLY SQUARE SERVICE,27 LEXINGTON ST,BELMONT,"$626,823.25","$496,649.00","$626,823.25","$54,480.50","$519,471.25"
351,WAVERLY SQUARE SERVICE,27 LEXINGTON ST,BELMONT,"$626,823.25","$496,649.00","$626,823.25","$564,784.00","$519,471.25"
352,BERKLEY FARMS,539 BERKLEY ST,BERKLEY,"$502,887.00","$467,975.75","$502,887.00","$518,923.00","$462,953.75"
353,THE COMMON CROSSING,11 N MAIN ST,BERKLEY,"$975,497.25","$198,670.00","$975,497.25","$1,005,907.00","$837,846.75"
354,BERLIN EXXON,139 COOLIDGE STREET,BERLIN,"$777,725.00","$614,765.00","$777,725.00","$791,011.50","$821,516.75"
355,BERLIN GENERAL STORE,19 CENTRAL STREET,BERLIN,"$65,949.25","$271,595.00","$65,949.25","$231,428.50","$73,613.25"
356,BERLIN GENERAL STORE,19 CENTRAL STREET,BERLIN,"$65,949.25","$271,595.00","$157,474.25","$231,428.50","$73,613.25"
357,BERLIN GENERAL STORE,19 CENTRAL STREET,BERLIN,"$157,474.25","$271,595.00","$65,949.25","$231,428.50","$73,613.25"
358,BERLIN GENERAL STORE,19 CENTRAL STREET,BERLIN,"$157,474.25","$271,595.00","$157,474.25","$231,428.50","$73,613.25"
359,BERLIN LIQUORS,3 BASSETT ROAD,BERLIN,"$144,131.75","$113,409.50","$144,131.75","$212,154.50","$184,811.25"
360,DAIGNEAULT'S LIQUORS,264 WEST ST,BERLIN,"$158,634.00","$237,476.25","$158,634.00","$153,418.50","$143,984.50"
361,ENERGY NORTH #2121,265 CENTRAL STREET,BERLIN,"$291,460.00","$442,329.25","$291,460.00","$173,411.00","$156,362.25"
362,THE COUNTRY CORNER STORE,44 CHURCH ST,BERNARDSTON,"$877,372.50","$959,700.00","$877,372.50","$828,726.50","$857,986.25"
363,ANCHOR PUB & GRILLE,20 CABOT ST,BEVERLY,"$1,062,657.25","$894,278.00","$1,062,657.25","$959,418.25","$928,101.00"
364,BEVERLY FOOD MART,1 DODGE ST,BEVERLY,"$1,936,460.50","$1,946,296.00","$1,936,460.50","$2,259,454.75","$1,917,502.00"
365,BEVERLY LODGE #1309,39 BOW ST,BEVERLY,"$295,483.75","$164,374.25","$295,483.75","$301,597.75","$200,676.25"
366,BEVERLY SHOP N GO,199 ESSEX ST,BEVERLY,"$3,235,174.25","$4,434,524.50","$3,235,174.25","$3,462,452.00","$3,252,122.00"
367,BEVERLY SUPER PETROLEUM,61 CABOT ST,BEVERLY,"$243,287.25","$291,468.00","$243,287.25","$242,424.50","$80,623.50"
368,BORAHS CONVENIENCE,175 RANTOUL ST,BEVERLY,"$1,025,268.00","$925,566.25","$1,025,268.00","$1,144,333.50","$44,744.50"
369,BORAHS CONVENIENCE,175 RANTOUL ST,BEVERLY,"$1,025,268.00","$925,566.25","$1,025,268.00","$1,144,333.50","$1,047,401.00"
370,CABOT CONVENIENCE,389 CABOT STREET,BEVERLY,"$1,374,324.00","$692,458.75","$1,374,324.00","$1,233,590.00","$986,014.75"
371,CABOT CONVENIENCE,389 CABOT STREET,BEVERLY,"$1,374,324.00","$1,009,229.00","$1,374,324.00","$1,233,590.00","$986,014.75"
372,CHRISPY'S LIQUORS,335 RANTOUL ST,BEVERLY,"$738,546.25","$427,679.25","$738,546.25","$551,045.50","$577,717.00"
